Airport,State,Flight_Phase,Height,Speed,Distance
AUGUSTA REGIONAL ARPT AT BUSH FLD,GA,LANDING ROLL,0,,0.0
WINNIPEG INTL,MB,LANDING ROLL,0,,0.0
BISHOP INTL ARPT,MI,LANDING ROLL,0,130,0.0
GREATER ROCHESTER INTL,NY,LANDING ROLL,0,,0.0
LINCOLN ARPT,NE,LANDING ROLL,0,135,0.0
MISSOULA INTL ARPT,MT,LANDING ROLL,0,,0.0
HELENA REGIONAL,MT,LANDING ROLL,0,120,0.0
CITY OF COLORADO SPRINGS MUNI APRT,CO,LANDING ROLL,0,,0.0
LEHIGH VALLEY INTL,PA,LANDING ROLL,0,,0.0
AUSTIN STRAUBEL INTL,WI,LANDING ROLL,0,,0.0
NORFOLK INTL,VA,LANDING ROLL,0,,0.0
LAFAYETTE REGIONAL,LA,LANDING ROLL,0,,0.0
SANTA BARBARA MUNICIPAL,CA,LANDING ROLL,0,,0.0
SANTA BARBARA MUNICIPAL,CA,LANDING ROLL,0,160,0.0
NW ARKANSAS REGIONAL,AR,LANDING ROLL,0,,0.0
QUAD CITY ARPT,IL,LANDING ROLL,0,130,0.0
CHARLESTON AFB/INTL ARPT,SC,LANDING ROLL,0,100,0.0
LEHIGH VALLEY INTL,PA,LANDING ROLL,0,50,0.0
TRI-CITIES REGIONAL TN/VA ARPT,TN,LANDING ROLL,0,120,0.0
GERALD R. FORD INTL ARPT,MI,LANDING ROLL,0,,0.0
CHERRY CAPITAL ARPT,MI,LANDING ROLL,0,,0.0
ALBANY INTL,NY,LANDING ROLL,0,,0.0
JACKSONVILLE INTL,FL,LANDING ROLL,0,,0.0
HARRISBURG INTL,PA,LANDING ROLL,0,,0.0
LINCOLN ARPT,NE,LANDING ROLL,0,50,0.0
DES MOINES INTL,IA,LANDING ROLL,0,,0.0
WESTCHESTER COUNTY ARPT,NY,LANDING ROLL,0,,0.0
LEHIGH VALLEY INTL,PA,LANDING ROLL,0,100,0.0
WESTCHESTER COUNTY ARPT,NY,LANDING ROLL,0,120,0.0
NEWPORT NEWS/WILLIAMSBURG INTL,VA,LANDING ROLL,0,,0.0
ROGUE VALLEY INTL - MEDFORD ARPT,OR,LANDING ROLL,0,,0.0
AUGUSTA REGIONAL ARPT AT BUSH FLD,GA,LANDING ROLL,0,,0.0
ABRAHAM LINCOLN CAPITAL ARPT,IL,LANDING ROLL,0,100,0.0
QUAD CITY ARPT,IL,LANDING ROLL,0,100,0.0
NEWPORT NEWS/WILLIAMSBURG INTL,VA,LANDING ROLL,0,,0.0
TOLEDO EXPRESS ARPT,OH,LANDING ROLL,0,125,0.0
BOB HOPE ARPT,CA,LANDING ROLL,0,141,0.0
THE EASTERN IOWA ARPT,IA,LANDING ROLL,0,130,0.0
PIEDMONT TRIAD INTL,NC,LANDING ROLL,0,140,0.0
ROCHESTER INTL,MN,LANDING ROLL,0,100,0.0
KALAMAZOO/BATTLE CREEK INTL,MI,LANDING ROLL,0,,0.0
WESTCHESTER COUNTY ARPT,NY,LANDING ROLL,0,139,0.0
EVANSVILLE REGIONAL,IN,LANDING ROLL,0,95,0.0
MAHLON SWEET FLD,OR,LANDING ROLL,0,,0.0
SHREVEPORT REGIONAL,LA,LANDING ROLL,0,,0.0
BERT MOONEY,MT,LANDING ROLL,0,,0.0
OUTAGAMIE COUNTY REGIONAL,WI,LANDING ROLL,0,132,0.0
UNIV OF ILLINOIS -WILLARD ARPT,IL,LANDING ROLL,0,,0.0
SHREVEPORT REGIONAL,LA,LANDING ROLL,0,,0.0
ROANOKE REGNL ARPT/WOODRUM FIELD,VA,LANDING ROLL,0,,0.0
NORFOLK INTL,VA,LANDING ROLL,0,,0.0
TOLEDO EXPRESS ARPT,OH,LANDING ROLL,0,150,0.0
WESTCHESTER COUNTY ARPT,NY,LANDING ROLL,0,130,0.0
SANTA BARBARA MUNICIPAL,CA,LANDING ROLL,0,,0.0
BOISE AIR TERMINAL/GOWEN FIELD,ID,LANDING ROLL,0,100,0.0
ATLANTIC CITY INTL,NJ,LANDING ROLL,0,,0.0
QUAD CITY ARPT,IL,LANDING ROLL,0,143,0.0
SANTA BARBARA MUNICIPAL,CA,LANDING ROLL,0,,0.0
SANTA BARBARA MUNICIPAL,CA,LANDING ROLL,0,,0.0
IDAHO FALLS REGIONAL ARPT,ID,LANDING ROLL,0,80,0.0
OUTAGAMIE COUNTY REGIONAL,WI,LANDING ROLL,0,,0.0
ASHEVILLE REGIONAL ARPT,NC,LANDING ROLL,0,90,0.0
GULFPORT-BILOXI INTL APRT,MS,LANDING ROLL,0,,0.0
GREATER ROCHESTER INTL,NY,LANDING ROLL,0,,0.0
ASHEVILLE REGIONAL ARPT,NC,LANDING ROLL,0,90,0.0
MBS INTL,MI,LANDING ROLL,0,80,0.0
LINCOLN ARPT,NE,LANDING ROLL,0,120,0.0
DES MOINES INTL,IA,LANDING ROLL,0,120,0.0
WESTCHESTER COUNTY ARPT,NY,LANDING ROLL,0,120,0.0
MOBILE REGIONAL,AL,LANDING ROLL,0,,0.0
GENERAL DOWNING-PEORIA INTL ARPT,IL,LANDING ROLL,0,100,0.0
BLUE GRASS ARPT,KY,LANDING ROLL,0,110,0.0
ROGUE VALLEY INTL - MEDFORD ARPT,OR,LANDING ROLL,0,,0.0
TOLEDO EXPRESS ARPT,OH,LANDING ROLL,0,100,0.0
ERIE INTL ARPT-TOM RIDGE FIELD,PA,LANDING ROLL,0,80,0.0
MBS INTL,MI,LANDING ROLL,0,145,0.0
IDAHO FALLS REGIONAL ARPT,ID,LANDING ROLL,0,120,0.0
HARRISBURG INTL,PA,LANDING ROLL,0,,0.0
LEHIGH VALLEY INTL,PA,LANDING ROLL,0,100,0.0
DES MOINES INTL,IA,LANDING ROLL,0,110,0.0
MBS INTL,MI,LANDING ROLL,0,120,0.0
QUAD CITY ARPT,IL,LANDING ROLL,0,,0.0
QUAD CITY ARPT,IL,LANDING ROLL,0,,0.0
GRAND FORKS INTL,ND,LANDING ROLL,0,,0.0
DANE COUNTY REGIONAL ARPT-TRUAX FLD,WI,LANDING ROLL,0,80,0.0
THE EASTERN IOWA ARPT,IA,LANDING ROLL,0,,0.0
DANE COUNTY REGIONAL ARPT-TRUAX FLD,WI,LANDING ROLL,0,,0.0
ROGUE VALLEY INTL - MEDFORD ARPT,OR,LANDING ROLL,0,20,0.0
GULFPORT-BILOXI INTL APRT,MS,LANDING ROLL,0,80,0.0
MBS INTL,MI,LANDING ROLL,0,80,0.0
QUAD CITY ARPT,IL,LANDING ROLL,0,,0.0
DES MOINES INTL,IA,LANDING ROLL,0,120,0.0
DES MOINES INTL,IA,LANDING ROLL,0,140,0.0
THE EASTERN IOWA ARPT,IA,LANDING ROLL,0,,0.0
EVANSVILLE REGIONAL,IN,LANDING ROLL,0,,0.0
EVANSVILLE REGIONAL,IN,LANDING ROLL,0,,0.0
SARASOTA-BRADENTON INTL ARPT,FL,LANDING ROLL,0,,0.0
THE EASTERN IOWA ARPT,IA,LANDING ROLL,0,,0.0
HECTOR INTERNATIONAL,ND,LANDING ROLL,0,,0.0
SOUTH BEND REGIONAL,IN,LANDING ROLL,0,,0.0
MYRTLE BEACH INTL,SC,LANDING ROLL,0,,0.0
MBS INTL,MI,LANDING ROLL,0,,0.0
SAVANNAH/HILTON HEAD INTL ARPT,GA,LANDING ROLL,0,120,0.0
AKRON-CANTON REGIONAL,OH,LANDING ROLL,0,,0.0
OUTAGAMIE COUNTY REGIONAL,WI,LANDING ROLL,0,125,0.0
SARASOTA-BRADENTON INTL ARPT,FL,LANDING ROLL,0,80,0.0
NEWPORT NEWS/WILLIAMSBURG INTL,VA,LANDING ROLL,0,130,0.0
JACKSONVILLE INTL,FL,LANDING ROLL,0,100,0.0
SANTA BARBARA MUNICIPAL,CA,LANDING ROLL,0,130,0.0
HARRISBURG INTL,PA,LANDING ROLL,0,,0.0
YUMA MCAS/YUMA INTL ARPT,AZ,LANDING ROLL,0,,0.0
GENERAL DOWNING-PEORIA INTL ARPT,IL,LANDING ROLL,0,,0.0
ROGUE VALLEY INTL - MEDFORD ARPT,OR,LANDING ROLL,0,,0.0
ABILENE REGIONAL ARPT,TX,LANDING ROLL,0,50,0.0
LAURENCE G HANSCOM FIELD ARPT,MA,LANDING ROLL,0,,0.0
HARRISBURG INTL,PA,LANDING ROLL,0,80,0.0
LINCOLN ARPT,NE,LANDING ROLL,0,100,0.0
JACKSONVILLE INTL,FL,LANDING ROLL,0,,0.0
OUTAGAMIE COUNTY REGIONAL,WI,LANDING ROLL,0,,0.0
TRI-CITIES,WA,LANDING ROLL,0,130,0.0
QUAD CITY ARPT,IL,LANDING ROLL,0,100,0.0
SANTA BARBARA MUNICIPAL,CA,LANDING ROLL,0,,0.0
SANTA BARBARA MUNICIPAL,CA,LANDING ROLL,0,,0.0
LONG ISLAND MAC ARTHUR,NY,LANDING ROLL,0,100,0.0
BUFFALO-NIAGARA INTL,NY,LANDING ROLL,0,,0.0
GERALD R. FORD INTL ARPT,MI,LANDING ROLL,0,,0.0
ELMIRA/CORNING REGIONAL ARPT,NY,LANDING ROLL,0,140,0.0
MBS INTL,MI,LANDING ROLL,0,,0.0
SPRINGFIELD-BRANSON NATIONAL,MO,LANDING ROLL,0,,0.0
JAMES M COX DAYTON INTL,OH,LANDING ROLL,0,,0.0
ROANOKE REGNL ARPT/WOODRUM FIELD,VA,LANDING ROLL,0,,0.0
SAVANNAH/HILTON HEAD INTL ARPT,GA,LANDING ROLL,0,130,0.0
HELENA REGIONAL,MT,LANDING ROLL,0,,0.0
CAPITAL REGION INTL ARPT,MI,LANDING ROLL,0,,0.0
ATLANTIC CITY INTL,NJ,LANDING ROLL,0,,0.0
CITY OF COLORADO SPRINGS MUNI APRT,CO,LANDING ROLL,0,,0.0
THE EASTERN IOWA ARPT,IA,LANDING ROLL,0,120,0.0
SPRINGFIELD-BRANSON NATIONAL,MO,LANDING ROLL,0,,0.0
HELENA REGIONAL,MT,LANDING ROLL,0,,0.0
SOUTH BEND REGIONAL,IN,LANDING ROLL,0,,0.0
DES MOINES INTL,IA,LANDING ROLL,0,,0.0
DES MOINES INTL,IA,LANDING ROLL,0,,0.0
DES MOINES INTL,IA,LANDING ROLL,0,,0.0
JOE FOSS FIELD ARPT,SD,LANDING ROLL,0,,0.0
BRADLEY INTL,CT,LANDING ROLL,0,,0.0
MBS INTL,MI,LANDING ROLL,0,80,0.0
YEAGER ARPT,WV,LANDING ROLL,0,140,0.0
SAVANNAH/HILTON HEAD INTL ARPT,GA,LANDING ROLL,0,,0.0
HARRISBURG INTL,PA,LANDING ROLL,0,115,0.0
HARRISBURG INTL,PA,LANDING ROLL,0,,0.0
JOE FOSS FIELD ARPT,SD,LANDING ROLL,0,110,0.0
ERIE INTL ARPT-TOM RIDGE FIELD,PA,LANDING ROLL,0,100,0.0
JOE FOSS FIELD ARPT,SD,LANDING ROLL,0,140,0.0
LONG BEACH-DAUGH FLD,CA,LANDING ROLL,0,,0.0
ONTARIO INTL ARPT,CA,LANDING ROLL,0,,0.0
NEWPORT NEWS/WILLIAMSBURG INTL,VA,LANDING ROLL,0,,0.0
PALMDALE USAF PLANT 42 ARPT,CA,LANDING ROLL,0,100,0.0
EVANSVILLE REGIONAL,IN,LANDING ROLL,0,,0.0
GULFPORT-BILOXI INTL APRT,MS,LANDING ROLL,0,160,0.0
SPRINGFIELD-BRANSON NATIONAL,MO,LANDING ROLL,0,100,0.0
SOUTH BEND REGIONAL,IN,LANDING ROLL,0,120,0.0
AKRON-CANTON REGIONAL,OH,LANDING ROLL,0,100,0.0
LINCOLN ARPT,NE,LANDING ROLL,0,80,0.0
RICHMOND INTL,VA,LANDING ROLL,0,,0.0
BURLINGTON INTL,VT,LANDING ROLL,0,,0.0
SARASOTA-BRADENTON INTL ARPT,FL,LANDING ROLL,0,,0.0
IDAHO FALLS REGIONAL ARPT,ID,LANDING ROLL,0,90,0.0
CHERRY CAPITAL ARPT,MI,LANDING ROLL,0,,0.0
EVANSVILLE REGIONAL,IN,LANDING ROLL,0,,0.0
JAMES M COX DAYTON INTL,OH,LANDING ROLL,0,140,0.0
BISHOP INTL ARPT,MI,LANDING ROLL,0,,0.0
FORT WAYNE INTL,IN,LANDING ROLL,0,,0.0
BRADLEY INTL,CT,LANDING ROLL,0,,0.0
CITY OF COLORADO SPRINGS MUNI APRT,CO,LANDING ROLL,0,80,0.0
HARRISBURG INTL,PA,LANDING ROLL,0,,0.0
PIEDMONT TRIAD INTL,NC,LANDING ROLL,0,130,0.0
CITY OF COLORADO SPRINGS MUNI APRT,CO,LANDING ROLL,0,130,0.0
ROGUE VALLEY INTL - MEDFORD ARPT,OR,LANDING ROLL,0,130,0.0
JACKSONVILLE INTL,FL,LANDING ROLL,0,120,0.0
COLUMBIA METRO,SC,LANDING ROLL,0,,0.0
GREATER BINGHAMTON ARPT/EDWIN A LINK FIELD,NY,LANDING ROLL,0,,0.0
SPOKANE INTERNATIONAL,WA,LANDING ROLL,0,135,0.0
HARRISBURG INTL,PA,LANDING ROLL,0,90,0.0
GALLATIN FIELD ARPT,MT,LANDING ROLL,0,60,0.0
CITY OF COLORADO SPRINGS MUNI APRT,CO,LANDING ROLL,0,110,0.0
BUFFALO-NIAGARA INTL,NY,LANDING ROLL,0,,0.0
DES MOINES INTL,IA,LANDING ROLL,0,110,0.0
LOVELL FIELD ARPT,TN,LANDING ROLL,0,70,0.0
NORFOLK INTL,VA,LANDING ROLL,0,130,0.0
PENSACOLA INTL ARPT,FL,LANDING ROLL,0,100,0.0
ERIE INTL ARPT-TOM RIDGE FIELD,PA,LANDING ROLL,0,,0.0
CITY OF COLORADO SPRINGS MUNI APRT,CO,LANDING ROLL,0,,0.0
BLUE GRASS ARPT,KY,LANDING ROLL,0,,0.0
BISHOP INTL ARPT,MI,LANDING ROLL,0,,0.0
AUGUSTA REGIONAL ARPT AT BUSH FLD,GA,LANDING ROLL,0,110,0.0
GREAT FALLS INTL,MT,LANDING ROLL,0,,0.0
ERIE INTL ARPT-TOM RIDGE FIELD,PA,LANDING ROLL,0,100,0.0
BRADLEY INTL,CT,LANDING ROLL,0,100,0.0
LEHIGH VALLEY INTL,PA,LANDING ROLL,0,,0.0
GAINESVILLE REG ARPT,FL,LANDING ROLL,0,,0.0
GERALD R. FORD INTL ARPT,MI,LANDING ROLL,0,,0.0
GRAND FORKS INTL,ND,LANDING ROLL,0,100,0.0
DANE COUNTY REGIONAL ARPT-TRUAX FLD,WI,LANDING ROLL,0,,0.0
HECTOR INTERNATIONAL,ND,LANDING ROLL,0,,0.0
HECTOR INTERNATIONAL,ND,LANDING ROLL,0,,0.0
JAMES M COX DAYTON INTL,OH,LANDING ROLL,0,,0.0
JAMES M COX DAYTON INTL,OH,LANDING ROLL,0,,0.0
WILKES-BARRE/SCRANTON INTL,PA,LANDING ROLL,0,,0.0
MAHLON SWEET FLD,OR,LANDING ROLL,0,,0.0
RICK HUSBAND AMARILLO INTL,TX,LANDING ROLL,0,,0.0
BLUE GRASS ARPT,KY,LANDING ROLL,0,115,0.0
LINCOLN ARPT,NE,LANDING ROLL,0,140,0.0
WESTCHESTER COUNTY ARPT,NY,LANDING ROLL,0,150,0.0
COASTAL CAROLINA REGIONAL ARPT,NC,LANDING ROLL,0,35,0.0
ROANOKE REGNL ARPT/WOODRUM FIELD,VA,LANDING ROLL,0,,0.0
ROANOKE REGNL ARPT/WOODRUM FIELD,VA,LANDING ROLL,0,110,0.0
HILO INTL ARPT,HI,LANDING ROLL,0,120,0.0
SHREVEPORT REGIONAL,LA,LANDING ROLL,0,,0.0
DES MOINES INTL,IA,LANDING ROLL,0,90,0.0
BURLINGTON INTL,VT,LANDING ROLL,0,,0.0
DES MOINES INTL,IA,LANDING ROLL,0,,0.0
BURLINGTON INTL,VT,LANDING ROLL,0,,0.0
OUTAGAMIE COUNTY REGIONAL,WI,LANDING ROLL,0,,0.0
QUAD CITY ARPT,IL,LANDING ROLL,0,,0.0
CHARLOTTESVILLE-ALBEMARLE ARPT,VA,LANDING ROLL,0,,0.0
WILL ROGERS WORLD ARPT,OK,LANDING ROLL,0,,0.0
GREENVILLE-SPARTANBURG INTL,SC,LANDING ROLL,0,100,0.0
ERIE INTL ARPT-TOM RIDGE FIELD,PA,LANDING ROLL,0,50,0.0
BLUE GRASS ARPT,KY,LANDING ROLL,0,,0.0
SANTA BARBARA MUNICIPAL,CA,LANDING ROLL,0,70,0.0
JACKSON EVERS INTL,MS,LANDING ROLL,0,,0.0
DANE COUNTY REGIONAL ARPT-TRUAX FLD,WI,LANDING ROLL,0,90,0.0
LINCOLN ARPT,NE,LANDING ROLL,0,140,0.0
THEODORE FRANCIS GREEN STATE,RI,LANDING ROLL,0,,0.0
THEODORE FRANCIS GREEN STATE,RI,LANDING ROLL,0,,0.0
DES MOINES INTL,IA,LANDING ROLL,0,100,0.0
ERIE INTL ARPT-TOM RIDGE FIELD,PA,LANDING ROLL,0,50,0.0
LOVELL FIELD ARPT,TN,LANDING ROLL,0,,0.0
GERALD R. FORD INTL ARPT,MI,LANDING ROLL,0,,0.0
GERALD R. FORD INTL ARPT,MI,LANDING ROLL,0,,0.0
ELMIRA/CORNING REGIONAL ARPT,NY,LANDING ROLL,0,,0.0
BOB HOPE ARPT,CA,LANDING ROLL,0,50,0.0
QUAD CITY ARPT,IL,LANDING ROLL,0,,0.0
BIRMINGHAM-SHUTTLESWORTH INTL,AL,LANDING ROLL,0,100,0.0
DANE COUNTY REGIONAL ARPT-TRUAX FLD,WI,LANDING ROLL,0,,0.0
OUTAGAMIE COUNTY REGIONAL,WI,LANDING ROLL,0,,0.0
BLUE GRASS ARPT,KY,LANDING ROLL,0,100,0.0
BLUE GRASS ARPT,KY,LANDING ROLL,0,100,0.0
HECTOR INTERNATIONAL,ND,LANDING ROLL,0,,0.0
CAPITAL REGION INTL ARPT,MI,LANDING ROLL,0,,0.0
QUAD CITY ARPT,IL,LANDING ROLL,0,,0.0
SOUTH BEND REGIONAL,IN,LANDING ROLL,0,,0.0
ASHEVILLE REGIONAL ARPT,NC,LANDING ROLL,0,110,0.0
GENERAL MITCHELL INTL,WI,LANDING ROLL,0,100,0.0
ALBERT J ELLIS,NC,LANDING ROLL,0,,0.0
ROCHESTER INTL,MN,LANDING ROLL,0,,0.0
ROANOKE REGNL ARPT/WOODRUM FIELD,VA,LANDING ROLL,0,,0.0
THE EASTERN IOWA ARPT,IA,LANDING ROLL,0,,0.0
SOUTH BEND REGIONAL,IN,LANDING ROLL,0,,0.0
MONTGOMERY REGIONAL ARPT,AL,LANDING ROLL,0,,0.0
LOVELL FIELD ARPT,TN,LANDING ROLL,0,145,0.0
RALEIGH-DURHAM INTL,NC,LANDING ROLL,0,140,0.0
CENTRAL ILLINOIS REGNL ARPT AT BLOOMINGTON-NORMAL,IL,LANDING ROLL,0,140,0.0
COASTAL CAROLINA REGIONAL ARPT,NC,LANDING ROLL,0,50,0.0
DES MOINES INTL,IA,LANDING ROLL,0,120,0.0
WICHITA DWIGHT D EISENHOWER NATL ARPT,KS,LANDING ROLL,0,,0.0
AUGUSTA REGIONAL ARPT AT BUSH FLD,GA,LANDING ROLL,0,100,0.0
AUGUSTA REGIONAL ARPT AT BUSH FLD,GA,LANDING ROLL,0,,0.0
BLUE GRASS ARPT,KY,LANDING ROLL,0,,0.0
JAMES M COX DAYTON INTL,OH,LANDING ROLL,0,,0.0
BUFFALO-NIAGARA INTL,NY,LANDING ROLL,0,,0.0
COASTAL CAROLINA REGIONAL ARPT,NC,LANDING ROLL,0,,0.0
AUSTIN STRAUBEL INTL,WI,LANDING ROLL,0,,0.0
MAHLON SWEET FLD,OR,LANDING ROLL,0,,0.0
GENERAL DOWNING-PEORIA INTL ARPT,IL,LANDING ROLL,0,,0.0
GREENVILLE-SPARTANBURG INTL,SC,LANDING ROLL,0,80,0.0
SPRINGFIELD-BRANSON NATIONAL,MO,LANDING ROLL,0,142,0.0
BLUE GRASS ARPT,KY,LANDING ROLL,0,120,0.0
HILO INTL ARPT,HI,LANDING ROLL,0,,0.0
LONG BEACH-DAUGH FLD,CA,LANDING ROLL,0,,0.0
WESTCHESTER COUNTY ARPT,NY,LANDING ROLL,0,125,0.0
OUTAGAMIE COUNTY REGIONAL,WI,LANDING ROLL,0,170,0.0
WILKES-BARRE/SCRANTON INTL,PA,LANDING ROLL,0,,0.0
HILO INTL ARPT,HI,LANDING ROLL,0,135,0.0
MOBILE REGIONAL,AL,LANDING ROLL,0,150,0.0
SOUTH BEND REGIONAL,IN,LANDING ROLL,0,,0.0
YAMPA VALLEY,CO,LANDING ROLL,0,,0.0
UNIV OF ILLINOIS -WILLARD ARPT,IL,LANDING ROLL,0,,0.0
EVANSVILLE REGIONAL,IN,LANDING ROLL,0,138,0.0
GENERAL MITCHELL INTL,WI,LANDING ROLL,0,,0.0
MC ALLEN MILLER INTL,TX,LANDING ROLL,0,,0.0
CHARLESTON AFB/INTL ARPT,SC,LANDING ROLL,0,,0.0
CITY OF COLORADO SPRINGS MUNI APRT,CO,LANDING ROLL,0,,0.0
SOUTH BEND REGIONAL,IN,LANDING ROLL,0,,0.0
HARRISBURG INTL,PA,LANDING ROLL,0,,0.0
HARRISBURG INTL,PA,LANDING ROLL,0,,0.0
CAPITAL REGION INTL ARPT,MI,LANDING ROLL,0,,0.0
GALLATIN FIELD ARPT,MT,LANDING ROLL,0,120,0.0
PORTLAND INTL JETPORT (ME),ME,LANDING ROLL,0,,0.0
WILMINGTON INTL,NC,LANDING ROLL,0,,0.0
DURANGO-LA PLATA COUNTY ARPT,CO,LANDING ROLL,0,150,0.0
GULFPORT-BILOXI INTL APRT,MS,LANDING ROLL,0,,0.0
QUAD CITY ARPT,IL,LANDING ROLL,0,,0.0
PIEDMONT TRIAD INTL,NC,LANDING ROLL,0,,0.0
GRAND FORKS INTL,ND,LANDING ROLL,0,,0.0
UNIVERSITY PARK ARPT,PA,LANDING ROLL,0,,0.0
DES MOINES INTL,IA,LANDING ROLL,0,100,0.0
EVANSVILLE REGIONAL,IN,LANDING ROLL,0,,0.0
ALBERT J ELLIS,NC,LANDING ROLL,0,,0.0
DES MOINES INTL,IA,LANDING ROLL,0,,0.0
DANE COUNTY REGIONAL ARPT-TRUAX FLD,WI,LANDING ROLL,0,100,0.0
GENERAL DOWNING-PEORIA INTL ARPT,IL,LANDING ROLL,0,,0.0
ROANOKE REGNL ARPT/WOODRUM FIELD,VA,LANDING ROLL,0,,0.0
QUAD CITY ARPT,IL,LANDING ROLL,0,27,0.0
FAYETTVILLE REGNL ARPT/GRANNIS FIELD,NC,LANDING ROLL,0,,0.0
LYNCHBURG REGNL ARPT/PRESTON GLENN FIELD,VA,LANDING ROLL,0,,0.0
CHARLOTTESVILLE-ALBEMARLE ARPT,VA,LANDING ROLL,0,,0.0
RAPID CITY REGIONAL,SD,LANDING ROLL,0,100,0.0
ALBERT J ELLIS,NC,LANDING ROLL,0,140,0.0
MARTHAS VINEYARD,MA,LANDING ROLL,0,,0.0
CASPER/NATRONA COUNTY INTL ARPT,WY,LANDING ROLL,0,100,0.0
GREATER BINGHAMTON ARPT/EDWIN A LINK FIELD,NY,LANDING ROLL,0,,0.0
MC GHEE TYSON ARPT,TN,LANDING ROLL,0,138,0.0
THE EASTERN IOWA ARPT,IA,LANDING ROLL,0,,0.0
ITHICA TOMPKINS REGIONAL ARPT,NY,LANDING ROLL,0,,0.0
QUAD CITY ARPT,IL,LANDING ROLL,0,,0.0
LEWISTON-NEZ PERCE CO ARPT,ID,LANDING ROLL,0,100,0.0
SANTA BARBARA MUNICIPAL,CA,LANDING ROLL,0,,0.0
SPRINGFIELD-BRANSON NATIONAL,MO,LANDING ROLL,0,110,0.0
ITHICA TOMPKINS REGIONAL ARPT,NY,LANDING ROLL,0,90,0.0
HARRISBURG INTL,PA,LANDING ROLL,0,,0.0
FRESNO YOSEMITE INTL,CA,LANDING ROLL,0,,0.0
HARRISBURG INTL,PA,LANDING ROLL,0,,0.0
JAMES M COX DAYTON INTL,OH,LANDING ROLL,0,,0.0
COASTAL CAROLINA REGIONAL ARPT,NC,LANDING ROLL,0,40,0.0
HUNTSVILLE INTL ARPT-CARL T JONES FIELD,AL,LANDING ROLL,0,,0.0
HUNTSVILLE INTL ARPT-CARL T JONES FIELD,AL,LANDING ROLL,0,,0.0
YEAGER ARPT,WV,LANDING ROLL,0,,0.0
OUTAGAMIE COUNTY REGIONAL,WI,LANDING ROLL,0,,0.0
DES MOINES INTL,IA,LANDING ROLL,0,135,0.0
SAVANNAH/HILTON HEAD INTL ARPT,GA,LANDING ROLL,0,,0.0
GREATER BINGHAMTON ARPT/EDWIN A LINK FIELD,NY,LANDING ROLL,0,,0.0
BISMARCK MUNICIPAL ARPT,ND,LANDING ROLL,0,,0.0
GREAT FALLS INTL,MT,LANDING ROLL,0,50,0.0
ROCHESTER INTL,MN,LANDING ROLL,0,120,0.0
GOLDEN TRIANGLE REGIONAL,MS,LANDING ROLL,0,,0.0
RICHMOND INTL,VA,LANDING ROLL,0,,0.0
IDAHO FALLS REGIONAL ARPT,ID,LANDING ROLL,0,,0.0
GOLDEN TRIANGLE REGIONAL,MS,LANDING ROLL,0,130,0.0
GULFPORT-BILOXI INTL APRT,MS,LANDING ROLL,0,,0.0
MUSKEGON COUNTY ARPT,MI,LANDING ROLL,0,,0.0
GENERAL MITCHELL INTL,WI,LANDING ROLL,0,120,0.0
"BATON ROUGE METROPOLITAN, RYAN FIELD",LA,LANDING ROLL,0,,0.0
CHARLESTON AFB/INTL ARPT,SC,LANDING ROLL,0,80,0.0
AUGUSTA REGIONAL ARPT AT BUSH FLD,GA,LANDING ROLL,0,,0.0
TUCSON INTL,AZ,LANDING ROLL,0,,0.0
YEAGER ARPT,WV,LANDING ROLL,0,,0.0
MBS INTL,MI,LANDING ROLL,0,,0.0
"BATON ROUGE METROPOLITAN, RYAN FIELD",LA,LANDING ROLL,0,130,0.0
LEHIGH VALLEY INTL,PA,LANDING ROLL,0,,0.0
JACKSONVILLE INTL,FL,LANDING ROLL,0,150,0.0
RAPID CITY REGIONAL,SD,LANDING ROLL,0,,0.0
MOBILE REGIONAL,AL,LANDING ROLL,0,115,0.0
UNIVERSITY PARK ARPT,PA,LANDING ROLL,0,,0.0
ROANOKE REGNL ARPT/WOODRUM FIELD,VA,LANDING ROLL,0,,0.0
HARRISBURG INTL,PA,LANDING ROLL,0,,0.0
PENSACOLA INTL ARPT,FL,LANDING ROLL,0,100,0.0
NORFOLK INTL,VA,LANDING ROLL,0,120,0.0
HARRISBURG INTL,PA,LANDING ROLL,0,,0.0
HARRISBURG INTL,PA,LANDING ROLL,0,,0.0
LINCOLN ARPT,NE,LANDING ROLL,0,,0.0
DES MOINES INTL,IA,LANDING ROLL,0,,0.0
MISSOULA INTL ARPT,MT,LANDING ROLL,0,,0.0
ALBANY INTL,NY,LANDING ROLL,0,,0.0
TRI-CITIES,WA,LANDING ROLL,0,,0.0
FORT WAYNE INTL,IN,LANDING ROLL,0,140,0.0
MINOT INTL AIRPORT,ND,LANDING ROLL,0,,0.0
BUFFALO-NIAGARA INTL,NY,LANDING ROLL,0,,0.0
YAMPA VALLEY,CO,LANDING ROLL,0,,0.0
PITT-GREENVILLE ARPT,NC,LANDING ROLL,0,,0.0
BRAINERD LAKES REGIONAL ARPT,MN,LANDING ROLL,0,,0.0
CENTRAL ILLINOIS REGNL ARPT AT BLOOMINGTON-NORMAL,IL,LANDING ROLL,0,,0.0
GENERAL MITCHELL INTL,WI,LANDING ROLL,0,140,0.0
ALBANY INTL,NY,LANDING ROLL,0,,0.0
ALBANY INTL,NY,LANDING ROLL,0,90,0.0
DELTA COUNTY ARPT,MI,LANDING ROLL,0,,0.0
